longitude,latitude,temperature
73.43967728854992,4.184279939688506,22.39
73.41129359791096,4.182322026325334,27.02
73.44727376915739,4.180170469032714,28.42
73.4457905526578,4.174808692101418,22.6
73.4529357128623,4.16931275554161,26.88
73.43439158520798,4.175633792972675,31.03
73.4172775478694,4.191491062104815,28.8
73.47346044526725,4.178526351060907,27.1
73.41406520390353,4.168414566380113,39.32
73.44703300009792,4.181274985779344,29.84
73.42382685706127,4.1847474696685705,29.55
73.43362997331016,4.169192128489412,22.14
73.45350289186673,4.191442595453207,33.46
73.48827634389511,4.177462896519902,36.11
73.47163602666448,4.177717096932894,20.0
73.45596671382556,4.171452649053923,36.7
73.42682796157689,4.181797507756836,31.92
73.48539905921533,4.184823412722275,37.12
73.42493127862318,4.173786885805929,38.87
73.4848981939814,4.180825494815807,29.06
73.41270752337523,4.175549283502007,23.32
73.47925412542361,4.181353328903937,21.18
73.48216734760841,4.177943827556768,30.92
73.41903516978756,4.1871703277851235,28.53
73.48882143035135,4.181115272714816,34.53
73.46164849117174,4.177086901503107,20.16
73.42810396444449,4.1712428050798644,38.64
73.42577015469199,4.188049983621236,23.62
73.45495253412767,4.184171868234769,37.88
73.41478029135823,4.173017901570153,32.51
73.47446596027883,4.181311855679892,34.86
73.426483780761,4.173953335958861,32.56
73.42084432942103,4.174675081082139,23.36
73.44148262891173,4.184532024712271,33.13
73.46471527445094,4.176162944887715,37.32
73.46743234739918,4.188760043068473,35.71
73.42421918405066,4.183108160397246,35.41
73.42817945749202,4.183345690807039,26.56
73.41624291412882,4.189526358375553,22.97
73.46760688069801,4.170968314080963,37.45
73.46975258990075,4.187888036219789,33.64
73.48883741226173,4.187488429694139,32.64
73.4521470714111,4.191654110873231,33.82
73.48052051291842,4.1897118820803065,38.2
73.44438967581497,4.181291488440947,25.94
73.45621948786636,4.173754145722726,31.19
73.46085537234335,4.190273769945811,31.68
73.4643895509487,4.185115041214804,25.13
73.46679716689454,4.1908135425907185,38.02
73.43673079677558,4.186648669675354,36.28
73.46980102365957,4.1851460608524595,31.87
73.42118577449548,4.18321284002846,26.57
73.43226124615632,4.185867418802267,38.11
73.42914761764128,4.170425852301236,36.6
73.41014562030564,4.174132478265486,38.33
73.42275410403539,4.176892859074865,31.68
73.43033347494851,4.172246828310684,36.38
73.47574444423239,4.1771888923856455,37.94
73.44106741495632,4.183886562012118,24.58
73.44255384056883,4.169994027910808,37.95
73.44534859475131,4.188660291215529,21.16
73.43430273269496,4.1811363285094085,28.82
73.48906990616804,4.179802781788311,26.87
73.47958237965851,4.184199956303416,29.02
73.43545316958355,4.179413033693956,30.4
73.47649815937324,4.168680371131588,22.02
73.40993963554867,4.177645805360091,34.32
73.48226701145174,4.181204759486308,36.67
73.44890218215083,4.1737557767155335,39.67
73.42168963237296,4.172543220071081,29.41
73.42435072354604,4.174980150889207,35.92
