longitude,latitude,temperature
73.45895379956696,4.173514641102091,24.86
73.42834064542949,4.184481975395567,37.69
73.47307034469499,4.179308948515659,29.94
73.41860967739801,4.180785070949756,31.72
73.47743688879407,4.172114822611936,35.41
73.4839743401443,4.178856943685015,34.43
73.47433032959347,4.185120784698637,23.85
73.48585215819563,4.174315142659819,26.02
73.43646532232258,4.176629243506771,28.05
73.41261055508046,4.176719672736481,36.72
73.41476420386938,4.189946523953999,34.05
73.45473357965874,4.181673861552358,27.32
73.43566201007673,4.176560407336351,26.51
73.41865522606933,4.170588631071902,23.75
73.4559449045883,4.191347236513544,37.9
73.4457897438779,4.17118391548784,33.13
73.44207933719854,4.170329646905066,29.5
73.4556633227187,4.1695909698784055,30.03
73.42476193540455,4.172831283252093,35.07
73.4159634197776,4.188484609180985,27.11
73.46955004777354,4.183520525104535,31.01
73.41315819033123,4.177293183197896,28.04
73.42151533384619,4.177880120604869,20.59
73.43216974512346,4.185277770849081,39.9
73.41954223280713,4.17839566662734,29.02
73.47092722108216,4.168093218553078,30.69
73.44315861481716,4.1881431094197765,29.87
73.41977667762998,4.189205212255751,33.52
73.45858477852126,4.190508123777425,27.83
73.46839661486008,4.184019227794197,26.65
73.46207779890405,4.19035198838159,20.52
73.43562906201514,4.180891329974937,23.7
73.46536412338577,4.177001266632397,29.73
73.44078453090451,4.17669536043721,30.39
73.45295503821376,4.173257006625283,28.61
73.42820610737208,4.176915422951926,28.24
73.4285049279816,4.173687769050487,31.16
73.4205386801272,4.184083311889166,35.53
73.42979047983977,4.181894709448113,28.33
73.48266201884486,4.188546763887453,31.8
73.4497805155563,4.180231545907206,29.41
73.42146756756162,4.190952403537577,37.45
73.4449753439192,4.178862852984406,34.02
73.45041529867316,4.1808987386909,25.64
73.46601831807516,4.1820646007974265,33.88
73.44914282243441,4.178860995106136,34.88
73.4576256326785,4.18988037971817,21.91
73.46254168525391,4.176548598535161,25.49
73.42309345328863,4.182497337007697,36.75
73.43696188410979,4.177164305432694,21.24
73.45860802008579,4.174408206621983,21.2
73.42087178051395,4.171039829922559,28.48
73.45371822632923,4.1771542399717365,32.7
73.48256543218956,4.175939943208579,39.19
73.46996787645594,4.171262681907646,33.36
73.47791035439269,4.181360583304144,28.83
73.45782094925207,4.171909407549564,25.37
73.44300238943048,4.182506550246107,20.89
73.42193978897019,4.178863472681248,21.46
73.44748897023412,4.171509228035959,26.2
73.43437109855223,4.189414430556933,31.12
73.41510818306715,4.191523786394662,20.47
73.4295748725232,4.183307326227991,25.69
73.41591975650165,4.184008310930422,25.68
73.43706553964492,4.183311230378918,32.92
73.42081544409047,4.16952442412083,37.9
73.46009920515263,4.174271200560813,34.17
73.41115828780505,4.1849170198203245,27.92
73.42112288798232,4.172757058273334,25.12
73.4323147540432,4.168490333783728,35.45
73.45228739464875,4.171645670516895,21.81
73.44292498388349,4.181337138072311,32.59
73.48871381430688,4.171620117642682,38.99
73.46786277347071,4.1852539370692305,39.13
73.43919218074933,4.188793576345748,33.29
73.46384019506453,4.177680972999091,22.96
73.46707423244497,4.186693180797615,23.3
73.41101954011822,4.187121239953735,25.34
73.42467102261915,4.180540136900216,31.99
73.47118747411407,4.169272209858972,38.17
73.48890445092339,4.174040146951909,20.01
73.4812548672601,4.174261366556834,28.1
73.44595797840485,4.182297461128849,32.56
73.43845027055812,4.1833002685120775,30.59
73.46402768832438,4.175458639427276,31.58
73.45147454699121,4.168133651970171,38.47
73.41849971303928,4.1877862653251325,22.64
73.45220165542749,4.183895586732113,22.35
73.45771533696076,4.18569019835378,21.84
73.4491945771331,4.168940674694311,24.18
73.44752850748903,4.169881696965505,21.97
73.4334900316208,4.1915878140643645,28.5
73.48615276777684,4.175598336993854,23.67
73.46663491501573,4.1722072842058555,25.43
73.4548717694404,4.185801451291129,28.02
73.48780324372116,4.173270066181459,37.44
73.44542838424036,4.174459995664188,28.6
73.43503999817591,4.178206637163412,38.09
73.4277308062154,4.187822644374875,24.9
73.42750221601744,4.183391020541301,27.29
73.47068948937365,4.168576296758237,21.92
73.47847851129418,4.179139507684038,33.8
