longitude,latitude,insolation,windspeed
73.41388182974447,4.179395330353859,1272.45,14.98
73.52373708618865,4.198685795495499,1489.18,15.91
73.51670777069711,4.170716205366032,1462.39,21.41
73.43855979069586,4.17747242411087,1223.57,24.22
73.52594254979375,4.242229150263489,1295.1,27.24
73.52486218737508,4.217007050451313,1121.89,13.35
73.41186249717268,4.1724383006729955,1204.74,28.2
73.52837290614582,4.21012398020401,973.5,26.86
73.48551429004824,4.186148116616098,983.37,27.75
73.53031044211157,4.182491954708826,1060.43,29.47
73.53558938209503,4.189854516727557,1460.27,15.94
73.54868657518988,4.186292439383334,970.68,12.68
73.5059068607331,4.172308442430328,1012.87,20.32
73.54206294278502,4.1829520453496585,1266.26,20.1
73.42576074578443,4.170991548237893,962.83,10.75
73.5026449937451,4.170467452021359,1452.35,19.81
73.49952882729303,4.168559834446522,937.28,14.33
73.50792417608413,4.181300456026989,1205.87,13.67
73.54848882001254,4.230027930095354,1344.17,16.06
73.51672602495499,4.168993884526911,1356.94,29.92
73.51191635750281,4.177116067313169,984.66,19.16
73.4432580298566,4.190822879871528,1103.47,11.62
73.5225505153639,4.238502686920257,1231.87,18.98
73.54258782988558,4.175196843965962,1093.3,28.16
73.46265994932155,4.168246202857735,1420.49,17.68
73.45865051829449,4.178899485141133,1011.52,18.52
73.52451210618007,4.189112761735522,1053.56,23.87
73.4411351848472,4.188879752289886,1054.25,11.15
73.46653902017138,4.170853473276248,1146.81,21.95
73.46666904366772,4.188724260943824,1113.13,10.99
73.5165219819226,4.170699208531403,1278.97,10.17
73.52056641076399,4.18139758730974,1170.08,11.18
73.52273718752639,4.1900933649046745,1157.25,14.0
73.54390200922242,4.223844609521516,915.86,25.28
73.42614502688895,4.17642900955216,1127.13,27.21
73.5337038010458,4.232861592639492,1212.11,23.49
73.5120911505988,4.1695429826215085,1367.42,23.65
73.50297636081046,4.178342460252197,939.35,14.7
73.50889352624623,4.16957433498264,1071.52,10.17
73.53598363213612,4.187913293168744,1185.52,17.89
73.53703308487057,4.202493793887917,1415.18,19.25
73.51669882994729,4.175749630572445,1054.58,16.92
73.51252342017752,4.172114922497913,988.08,11.45
73.53837298410409,4.242865552921829,969.83,29.53
73.51800938836723,4.179271221448713,1261.17,18.33
73.51764474940556,4.180586250966837,1404.56,28.4
73.5468480645874,4.213126320113053,1309.63,13.82
73.4568550501593,4.187290155792314,918.4,16.86
73.49975959829594,4.175326779126787,1463.1,17.51
73.45143870751747,4.189041916318214,1216.77,13.98
73.50733942965662,4.177727586352722,1445.56,15.76
73.52860837365492,4.224270655065344,1067.77,23.33
73.5077452845882,4.179066277706991,1238.06,18.98
73.47595279937642,4.182113050652752,1126.31,15.32
73.42895051046388,4.178988061692599,1368.11,11.56
73.5284167644649,4.188304174527638,1104.64,22.29
73.45880505087676,4.176519772746694,1088.08,22.29
73.48532196001095,4.17636653777412,1414.64,21.9
73.51616527212511,4.169027602639818,1378.65,29.93
73.53872593268488,4.23514205038526,1263.57,25.26
73.51052632604906,4.181062727387484,1389.22,25.54
73.50727491372892,4.167907180934673,1142.41,27.33
73.43737846321253,4.185861664132418,1304.61,10.27
73.5193651491676,4.1687688777372935,1138.03,25.93
73.55061573370479,4.240837828835955,1407.51,11.88
73.5281839925259,4.194569290816482,1169.19,10.77
73.51444353937538,4.17107923835146,962.05,19.63
73.50657222995362,4.175347493655567,1100.3,11.12
73.53502461850083,4.180955008265089,1357.46,22.68
73.53216766673857,4.190487799222328,1439.63,20.51
73.55641336922278,4.196531837719397,923.36,20.06
73.48097448570911,4.180185991028528,1495.59,22.97
73.51247861706479,4.173117099641215,1416.26,13.76
73.48694670047058,4.181841401633243,1117.23,17.28
73.50374518929773,4.178906315595214,1379.29,13.46
73.47804643872142,4.179953537034275,1437.3,18.75
73.4113336964417,4.185660600972265,1443.05,22.33
73.45029743476222,4.169608734787067,999.8,26.96
73.48202185528939,4.177620741429004,1161.8,18.08
73.42491456403694,4.181254474979117,1028.64,23.45
73.52693561466683,4.23444979252225,1130.1,21.26
73.55132560146866,4.193616707732577,1240.24,18.1
73.51890016237975,4.167742012629479,1036.62,10.84
73.54478150267299,4.232980998109627,1065.16,27.23
73.50195085407816,4.173205754566803,1272.32,10.77
73.4395309220978,4.187775468365748,993.92,15.96
73.51784827672967,4.174545780495952,1371.91,18.43
73.50842561957054,4.171609278873682,921.13,12.89
73.54438656455272,4.201121311715917,956.69,17.06
73.45187070388951,4.1887881138837715,1342.58,15.98
73.52654084756443,4.2071906761625,922.26,11.91
73.51957376254902,4.206391160724076,941.65,16.54
73.50798720290318,4.179298060180381,1478.08,25.59
73.45596144735818,4.188562593049558,1194.98,28.25
73.45104507935085,4.172134227165693,1467.2,27.02
73.45832664543885,4.171373276015045,921.54,12.56
73.51322586166248,4.1795502875615345,1276.42,11.98
73.48118736751186,4.176430856125783,1216.67,12.07
73.5559354412328,4.204982102920583,1339.33,16.44
73.50268892430402,4.171724946611182,914.22,11.83
73.51869347757511,4.181280697713443,1141.0,15.03
73.4576966878996,4.180271753904351,1284.93,15.94
73.50877822941725,4.170448102660432,919.87,17.71
73.50405441356533,4.17093898487927,1317.46,28.22
73.50596808671342,4.1713509696423685,1223.41,23.15
73.50665425441927,4.171680255750111,1082.68,25.56
73.4136061845794,4.1718353713427785,931.94,18.3
73.51912011222902,4.181548373738732,1330.48,29.97
73.4229057568599,4.170304114646632,1466.92,17.25
73.54288535860019,4.2212319711135775,975.6,25.5
73.42335293541518,4.170472010560826,1111.68,17.84
73.5104608060337,4.179597391600807,955.21,16.9
73.4738088813274,4.17450495472107,1429.81,27.9
73.51042758486432,4.173760153335567,1084.27,15.34
73.5136257586967,4.180826693479427,905.76,15.24
73.50710940915269,4.178261501551578,1133.02,18.49
73.5547728897437,4.212997939101915,1226.31,11.79
73.52510288053158,4.226944802428337,924.88,24.35
73.51158539392786,4.16974526300225,991.3,29.57
73.50643217174824,4.1812261340181465,1310.69,21.61
73.53581990396464,4.193935543905855,1459.77,13.1
73.52973880335792,4.184099250336377,1345.17,25.11
73.51469492511895,4.175916099378808,1331.07,24.98
73.48754657414865,4.176814821452555,1281.44,26.68
73.51135669514466,4.168642632021428,1417.52,24.79
73.53744956504566,4.174979498124342,1245.41,11.39
73.51242721039102,4.177588351405824,1200.16,20.5
73.5100112743824,4.177712749032797,1073.05,15.82
73.5347560815639,4.20090959907151,1301.03,13.02
73.53757317817384,4.227818242333008,1202.9,27.47
73.52971660999694,4.222638590191506,1115.87,17.41
73.51595112655664,4.167247808682146,1445.67,18.04
73.54901358254406,4.182981809575661,977.96,23.24
73.51579096433585,4.179498969393615,1224.64,26.19
73.42896502952142,4.1841166456860845,1137.56,25.34
73.50527513832961,4.179024065599935,1446.48,24.07
73.51145998487054,4.17561317153657,989.97,26.97
73.54095458043604,4.209366243721173,958.04,24.36
73.51238586501543,4.182077056416065,981.5,20.26
73.51653156383226,4.178959588062038,1343.83,22.15
73.500574972964,4.174381127654084,1035.27,20.31
73.50349612923732,4.170989408047547,1391.2,28.29
73.54077254122471,4.207649662599368,1400.51,12.13
73.47668736550129,4.184758564483607,992.79,29.65
73.48413990231441,4.172839621560322,1012.31,23.74
73.41986027985422,4.188648620533771,1018.41,19.14
73.55251110800566,4.228343618727661,1246.58,12.79
73.43974240568306,4.168532630823296,1159.84,17.14
73.50767138364036,4.177861656429151,1009.68,20.01
73.54524389016038,4.238875801648595,1195.05,23.36
73.5057838701063,4.173419192163302,1177.66,26.88
73.48581519959707,4.184190294804795,1289.11,22.41
73.55256997157393,4.1865349278071395,1366.22,15.3
73.54153603617915,4.179172638315875,1322.09,27.85
73.5371846530486,4.223566628697068,1276.12,22.56
73.52384299188031,4.219518032149591,1129.93,15.39
73.47971946424344,4.184854461186391,1006.6,16.44
73.5267344622671,4.214008563722949,1280.47,29.32
73.55221456890013,4.2063016119093275,1048.99,11.53
73.5211895074323,4.1859014787462305,992.69,18.89
73.52813674597995,4.188900258872781,1349.44,12.89
73.49983756444328,4.170333555892781,1016.82,11.13
73.42552822913072,4.171794099419707,1444.47,10.69
73.53156383487874,4.239492729666378,1146.15,27.29
73.46250504033519,4.189775811591678,1152.63,13.79
73.51700682116464,4.175845425101437,1099.07,23.72
73.53863705926966,4.217897824410477,1473.98,17.98
73.42428805521246,4.170849652844129,1138.85,19.0
73.55487195211322,4.227785843673568,1392.05,20.75
73.51714642243091,4.167209301246543,1220.89,25.58
73.50573247909394,4.167187574469707,1452.63,10.88
73.52697607556172,4.179952015293361,1104.14,29.51
73.49975449073158,4.177199062064014,1395.42,26.46
73.51487574403264,4.1715326865971285,1084.9,26.41
73.51659479760606,4.177585861011365,1380.83,22.58
73.47098780203459,4.174444278269134,1083.19,26.04
73.50115613435621,4.1746487856627486,1423.43,19.86
73.51695052370503,4.173490255599021,1209.81,12.62
73.43243992299571,4.18022361474506,1324.1,14.25
73.43308172677142,4.1838835320014525,1125.46,18.37
73.46619698576386,4.1744699447996965,1330.61,12.3
73.47325688211357,4.171788710089215,1443.24,13.32
73.47704270279279,4.186240609401265,1263.1,16.41
73.49872055515321,4.17365164505112,1418.77,15.38
