longitude,latitude,temperature
73.44723298886598,4.182982469007016,25.25
73.41873481672461,4.1696035538166285,30.15
73.48895882782466,4.171135275611951,37.8
73.42524797117868,4.181673939146791,28.23
73.43417481381944,4.190839424859146,33.03
73.42047507816429,4.1867195507450345,32.17
73.46332629788655,4.175405061973893,24.59
73.48188881329885,4.182545063731739,21.83
73.44411034323295,4.173742638797854,21.82
73.42387587258263,4.179723650592306,24.21
73.42539801581995,4.184467665934226,24.13
73.46414392457588,4.178739402371984,26.11
73.45720615487029,4.184907089488158,28.56
73.4265294596361,4.182789715157528,20.88
73.45215263817697,4.182325916658127,39.68
73.46091523958714,4.168682656031309,31.99
73.44280451754447,4.177819600024528,30.98
73.4659905326829,4.1916977157915545,30.3
73.46170676557168,4.19141113615494,39.82
73.4269207194122,4.189915419590057,26.7
73.44361386938168,4.177515880760472,38.0
73.42979243168772,4.169004377881901,30.14
73.41639576988301,4.1781833348677155,33.36
73.4125849916183,4.180473274615697,34.68
73.4419515856826,4.173737833397882,37.68
73.45306851884399,4.172023193505494,36.07
73.41466908784544,4.18582441608154,33.81
73.48469134930676,4.179000040410872,33.38
73.47740609258915,4.18271103573958,34.52
73.44276946782114,4.174780658352317,35.16
73.4726906342937,4.190245256883342,39.08
73.48876457800776,4.17961796488385,38.0
73.48900180835473,4.172282576540758,30.72
73.41644899238187,4.168561074712461,23.14
73.46754303082446,4.1888173490496,27.12
73.48581648241026,4.18616642049238,37.37
73.42698755175519,4.186355274461765,25.59
73.44110601141693,4.187310933386627,21.98
73.48615086187691,4.170906638233962,32.14
73.47718574633276,4.190485685866617,25.44
73.4785385784303,4.168153843932443,24.93
73.42864595232837,4.191387420957936,22.57
73.46788564457503,4.177879375099358,20.88
73.42526931411234,4.1768932154894225,35.06
73.44517351649492,4.185785592917775,36.73
73.45509530814111,4.183308721671449,39.85
73.42062317164486,4.181318835180193,34.42
73.44558891129316,4.175631267818498,37.73
73.48697350829266,4.182383408242213,25.8
73.41754368820379,4.1685879864065045,26.02
73.464601419536,4.172262168563497,22.48
73.44752701397212,4.174546909884181,39.4
73.42953108435078,4.17636622540711,36.22
73.47500752301997,4.189197590954522,30.74
73.45331394492442,4.185928024635291,36.29
73.4827490978842,4.177135958310995,26.7
73.43145183650239,4.18757346333378,24.33
73.43314448305763,4.181223991910891,24.95
73.43497501682036,4.170593694283932,23.74
73.41250812813466,4.173211584144758,24.19
73.43329783352259,4.174214714249921,33.98
73.44003481118851,4.1906250718179265,27.02
73.4344350876321,4.187850672677039,25.6
73.44631681189988,4.172416950367241,28.93
73.43950771107184,4.183216656707773,28.03
73.43515382352045,4.177889327271737,38.49
73.45716362247865,4.170783318623111,25.29
73.43927901782902,4.180926659205598,24.53
73.46498842882247,4.179287896837557,35.9
73.45966029194587,4.1830757805257806,36.67
73.47584963919431,4.186754452629068,28.29
73.42029735127059,4.1741941342151785,30.27
73.44777481200992,4.1803793970504355,30.97
73.41191578865372,4.174208889179459,31.26
73.43470286303408,4.187440037329513,32.21
73.43568336886904,4.1684765240701,29.31
73.43200979638624,4.184682256464359,28.88
73.45391092389545,4.174501020693066,23.36
73.43223415472917,4.185862843444725,31.4
73.43422663136376,4.182501665918152,34.63
73.46678537144386,4.179993503286351,35.59
73.43591712975737,4.17130561830243,33.8
73.47447634586085,4.180953385673174,30.43
73.44289114402336,4.175796027017578,22.32
73.42003719439684,4.173886184337854,38.63
73.43233655475606,4.1685973899593485,34.75
73.45782182550597,4.174685443817847,33.88
73.42120303296632,4.1825965123955395,25.33
73.46365974780295,4.18880919965744,35.81
73.47864520260978,4.182075501512101,34.34
73.42032200081643,4.171464098375757,29.44
73.44851841720461,4.187745202163534,23.58
